"","X","id","latitude","longitude","findspot_ancient_clean","province_label_clean","modern_region_clean","not_before","not_after","type_of_monument_clean","material_clean","type_of_inscription_clean","transcription","clean_text_interpretive_word","id_people","person_number_insc","name","praenomen","nomen","name_clean","nomen_clean","cognomen","supernomen","gender","origo","status","total_age","age_years","age_months","age_hours","nomen_nonempty"
"167",17038,"HD013237",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,200,"stele","NULL","epitaph","C(aius) Calven[tius] / Campanu[s] / sibi et / Cassiae Polla[e] / coniugi / carissimae / et Calventio / Calvo fil(io) / VIvir(o) iun(iori) / et C(aio) Cassio / Sextilio amico / Cassiae Satullae / socerae / C(aio) Cassio / Masuinni f(ilio) / socero","Caius Calventius Campanus sibi et Cassiae Pollae coniugi carissimae et Calventio Calvo filio VI viro iuniori et Caio Cassio Sextilio amico Cassiae Satullae socerae Caio Cassio Masuinni filio socero",17038,3,"Calventio Calvo",NA,"Calventius","Calventio Calvo","Calventius","Calvus",NA,"male",NA,"Augustales",NA,NA,NA,NA,"Calventius"
"168",17039,"HD013237",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,200,"stele","NULL","epitaph","C(aius) Calven[tius] / Campanu[s] / sibi et / Cassiae Polla[e] / coniugi / carissimae / et Calventio / Calvo fil(io) / VIvir(o) iun(iori) / et C(aio) Cassio / Sextilio amico / Cassiae Satullae / socerae / C(aio) Cassio / Masuinni f(ilio) / socero","Caius Calventius Campanus sibi et Cassiae Pollae coniugi carissimae et Calventio Calvo filio VI viro iuniori et Caio Cassio Sextilio amico Cassiae Satullae socerae Caio Cassio Masuinni filio socero",17039,4,"C. Cassio Sextilio","C.","Cassius","C. Cassio Sextilio","Cassius","Sextilius",NA,"male",NA,NA,NA,NA,NA,NA,"Cassius"
"169",17040,"HD013237",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,200,"stele","NULL","epitaph","C(aius) Calven[tius] / Campanu[s] / sibi et / Cassiae Polla[e] / coniugi / carissimae / et Calventio / Calvo fil(io) / VIvir(o) iun(iori) / et C(aio) Cassio / Sextilio amico / Cassiae Satullae / socerae / C(aio) Cassio / Masuinni f(ilio) / socero","Caius Calventius Campanus sibi et Cassiae Pollae coniugi carissimae et Calventio Calvo filio VI viro iuniori et Caio Cassio Sextilio amico Cassiae Satullae socerae Caio Cassio Masuinni filio socero",17040,5,"Cassiae Satullae",NA,"Cassia","Cassiae Satullae","Cassia","Satulla",NA,"female",NA,NA,NA,NA,NA,NA,"Cassia"
"170",17041,"HD013237",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,200,"stele","NULL","epitaph","C(aius) Calven[tius] / Campanu[s] / sibi et / Cassiae Polla[e] / coniugi / carissimae / et Calventio / Calvo fil(io) / VIvir(o) iun(iori) / et C(aio) Cassio / Sextilio amico / Cassiae Satullae / socerae / C(aio) Cassio / Masuinni f(ilio) / socero","Caius Calventius Campanus sibi et Cassiae Pollae coniugi carissimae et Calventio Calvo filio VI viro iuniori et Caio Cassio Sextilio amico Cassiae Satullae socerae Caio Cassio Masuinni filio socero",17041,6,"C. Cassio Masuinni f.","C.","Cassius","C. Cassio Masuinni f.","Cassius",NA,NA,"male",NA,NA,NA,NA,NA,NA,"Cassius"
"171",17042,"HD013237",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,200,"stele","NULL","epitaph","C(aius) Calven[tius] / Campanu[s] / sibi et / Cassiae Polla[e] / coniugi / carissimae / et Calventio / Calvo fil(io) / VIvir(o) iun(iori) / et C(aio) Cassio / Sextilio amico / Cassiae Satullae / socerae / C(aio) Cassio / Masuinni f(ilio) / socero","Caius Calventius Campanus sibi et Cassiae Pollae coniugi carissimae et Calventio Calvo filio VI viro iuniori et Caio Cassio Sextilio amico Cassiae Satullae socerae Caio Cassio Masuinni filio socero",17042,7,"Masuinni",NA,NA,"Masuinni",NA,"Masuinnus",NA,"male",NA,NA,NA,NA,NA,NA,NA
"172",17043,"HD013240",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",1,100,"stele","NULL","epitaph","C(aius) Sertorius / C(ai) f(ilius) Ouf(entina) Surus / sibi et Iuniae C(ai) l(ibertae) / Piste uxori / carissimae","Caius Sertorius Cai filius Oufentina Surus sibi et Iuniae Cai libertae Piste uxori carissimae",17043,1,"C. Sertorius C.f. Ouf. Surus","C.","Sertorius","C. Sertorius C.f. Ouf. Surus","Sertorius","Surus",NA,"male",NA,NA,NA,NA,NA,NA,"Sertorius"
"173",17044,"HD013240",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",1,100,"stele","NULL","epitaph","C(aius) Sertorius / C(ai) f(ilius) Ouf(entina) Surus / sibi et Iuniae C(ai) l(ibertae) / Piste uxori / carissimae","Caius Sertorius Cai filius Oufentina Surus sibi et Iuniae Cai libertae Piste uxori carissimae",17044,2,"Iuniae C.l. Piste",NA,"Iunia","Iuniae C.l. Piste","Iunia","Piste",NA,"female",NA,"freedmen / freedwomen",NA,NA,NA,NA,"Iunia"
"174",17045,"HD013243",9.3167,45.7333,"NULL","Transpadana (Regio XI)","NULL",301,400,"altar","NULL","votive inscription","I(ovi) [O(ptimo)] M(aximo) / Novellia[nus] / Pandarus / pro se et suis / omnibus ara(m) / deo donum p(osuit) // Novel(l)ian[us] / Pa<n=D>darusqum(!) / I(ovi) O(ptimo) M(aximo) v(otum) s(olvit) l(ibens) / pro se rem(!) / domum f(ecit) / dis / deabusq(ue) / D(eo) d(onum) d(edit)","Iovi Optimo Maximo Novellianus Pandarus pro se et suis omnibus aram deo donum posuit Novellianus Pandarusqum Iovi Optimo Maximo votum solvit libens pro se rem domum fecit dis deabus que Deo donum dedit",17045,1,"Novellia[nus] Pandarus",NA,NA,"Novellia[nus] Pandarus",NA,"Novellianus+ Pandarus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",17136,"HD013506",9.1566,45.1859,"Ticinum","Transpadana (Regio XI)","Lombardia",NA,NA,"altar","NULL","epitaph","V(ivus) f(ecit) / M(arcus) Cassius / Hermes / VIvir sibi et / Maximienae / Secundinae / uxori et / Cassio Myroni / libert(o)","Vivus fecit Marcus Cassius Hermes VI vir sibi et Maximienae Secundinae uxori et Cassio Myroni liberto",17136,1,"M. Cassius Hermes","M.","Cassius","M. Cassius Hermes","Cassius","Hermes",NA,"male",NA,"Augustales",NA,NA,NA,NA,"Cassius"
"176",17137,"HD013506",9.1566,45.1859,"Ticinum","Transpadana (Regio XI)","Lombardia",NA,NA,"altar","NULL","epitaph","V(ivus) f(ecit) / M(arcus) Cassius / Hermes / VIvir sibi et / Maximienae / Secundinae / uxori et / Cassio Myroni / libert(o)","Vivus fecit Marcus Cassius Hermes VI vir sibi et Maximienae Secundinae uxori et Cassio Myroni liberto",17137,2,"Maximienae Secundinae",NA,"Maximiena","Maximienae Secundinae","Maximiena","Secundina",NA,"female",NA,NA,NA,NA,NA,NA,"Maximiena"
"177",17138,"HD013506",9.1566,45.1859,"Ticinum","Transpadana (Regio XI)","Lombardia",NA,NA,"altar","NULL","epitaph","V(ivus) f(ecit) / M(arcus) Cassius / Hermes / VIvir sibi et / Maximienae / Secundinae / uxori et / Cassio Myroni / libert(o)","Vivus fecit Marcus Cassius Hermes VI vir sibi et Maximienae Secundinae uxori et Cassio Myroni liberto",17138,3,"Cassio Myroni",NA,"Cassius","Cassio Myroni","Cassius","Myron",NA,"male",NA,"freedmen / freedwomen",NA,NA,NA,NA,"Cassius"
"178",17139,"HD013509",8.8,45.05,"Ticinum","Transpadana (Regio XI)","Lombardia",51,200,"urn","NULL","epitaph","Maxumienae / Secundinae","Maxumienae Secundinae",17139,1,"Maxumienae Secundinae",NA,"Maxumiena","Maxumienae Secundinae","Maxumiena","Secundina",NA,"female",NA,NA,NA,NA,NA,NA,"Maxumiena"
"179",17142,"HD013512",9.1566,45.1859,"Ticinum","Transpadana (Regio XI)","Lombardia",101,170,"sarcophagus","NULL","epitaph","D(is) M(anibus) / Flaviae Ca[---] / quae vixi[t ---] / [------] / [------?","Dis Manibus Flaviae Ca quae vixit",17142,1,"Flaviae Ca[---]",NA,"Flavia","Flaviae Ca[---]","Flavia","Ca[---]",NA,"female",NA,NA,NA,NA,NA,NA,"Flavia"
"180",17885,"HD014921",9.9818,46.1767,"NULL","Transpadana (Regio XI)","Lombardia",126,132,"stele","NULL","epitaph","D(is) M(anibus) / C(aio) Kanini/o Sissio ve[t(erano)] / leg(ionis) XXX [U(lpiae) v(ictricis)] / Pupa / uxor eius / cum fili(i)s / suis v(iva) f(ecit)","Dis Manibus Caio Kaninio Sissio veterano legionis XXX Ulpiae victricis Pupa uxor eius cum filiis suis viva fecit",17885,1,"C. Kaninio Sissio","C.","Kaninius","C. Kaninio Sissio","Kaninius","Sissius",NA,"male",NA,"military personnel",NA,NA,NA,NA,"Kaninius"
"181",17886,"HD014921",9.9818,46.1767,"NULL","Transpadana (Regio XI)","Lombardia",126,132,"stele","NULL","epitaph","D(is) M(anibus) / C(aio) Kanini/o Sissio ve[t(erano)] / leg(ionis) XXX [U(lpiae) v(ictricis)] / Pupa / uxor eius / cum fili(i)s / suis v(iva) f(ecit)","Dis Manibus Caio Kaninio Sissio veterano legionis XXX Ulpiae victricis Pupa uxor eius cum filiis suis viva fecit",17886,2,"Pupa",NA,NA,"Pupa",NA,"Pupa",NA,"male",NA,NA,NA,NA,NA,NA,NA
"182",17888,"HD014924",9.1566,45.1859,"Ticinum","Transpadana (Regio XI)","NULL",131,400,"sarcophagus","NULL","epitaph","[D(is)? M(anibus)?] / C(ai) Va[leri ---] / Qui(rina) Tima[ei?] / collegi na[utarum? ---] / patroni colleg[ii ---] / ESTIIDIMA[------","Dis Manibus Cai Valeri Quirina Timaei collegi nautarum patroni collegii ESTIIDIMA",17888,1,"C. Va[leri--] Qui. Tima[ei?]","C.","Valerius+","C. Va[leri--] Qui. Tima[ei?]","Valerius","Timaeus?+",NA,NA,NA,NA,NA,NA,NA,NA,"Valerius"
"183",17890,"HD014927",8.4262,45.3211,"Vercellae","Transpadana (Regio XI)","Piemonte",-49,-31,"block","NULL","boundary inscription","Finis / campo quem / dedit Acisius / Argantocomater/ecus com(m)unem / deis et hominib/us ita uti lapide[s] / IIII statuti sun[t]","Finis campo quem dedit Acisius Argantocomaterecus communem deis et hominibus ita uti lapides IIII statuti sunt",17890,1,"Acisius Argantocomaterecus",NA,"Acisius","Acisius Argantocomaterecus","Acisius","Argantocomaterecus",NA,"male",NA,NA,NA,NA,NA,NA,"Acisius"
"184",17997,"HD015084",8.4262,45.3211,"Vercellae","Transpadana (Regio XI)","Piemonte",-100,100,"tabula","NULL","NULL","[Lex] Tappula / [---]ius Tapponis f(ilius) Tappo cis[tiber] / [secundum e]dicta conlegarum eor[um ad] / [quos e(a) r(es) p(ertinuit)] M(arci) Multivori P(ubli) Properoci[bi---] / [--- M(arci) Me]ronis plebem Romana[m iure] / [rogavit pl]ebesque Romana iure sci[vit ad] / [circum pro aed]e Herculis a(nte) d(iem) XI K(alendas) Und[ecembr(es) h(ora)] / [noctis XI a trib]u Satureia principi[um fuit pro] / [tribu --- Ta]pponis f(ilius) pane repeti[to scivit] / [---]e qui quaev[------","Lex Tappula ius Tapponis filius Tappo cistiber secundum edicta conlegarum eorum ad quos ea res pertinuit Marci Multivori Publi Properocibi Marci Meronis plebem Romanam iure rogavit plebes que Romana iure scivit ad circum pro aede Herculis ante diem XI Kalendas Undecembres hora noctis XI a tribu Satureia principium fuit pro tribu Tapponis filius pane repetito scivit e qui quaev",17997,1,"[---]ius Tapponis f. Tappo",NA,"[---]ius","[---]ius Tapponis f. Tappo","[---]ius","Tappo",NA,"male",NA,NA,NA,NA,NA,NA,""
"185",17998,"HD015084",8.4262,45.3211,"Vercellae","Transpadana (Regio XI)","Piemonte",-100,100,"tabula","NULL","NULL","[Lex] Tappula / [---]ius Tapponis f(ilius) Tappo cis[tiber] / [secundum e]dicta conlegarum eor[um ad] / [quos e(a) r(es) p(ertinuit)] M(arci) Multivori P(ubli) Properoci[bi---] / [--- M(arci) Me]ronis plebem Romana[m iure] / [rogavit pl]ebesque Romana iure sci[vit ad] / [circum pro aed]e Herculis a(nte) d(iem) XI K(alendas) Und[ecembr(es) h(ora)] / [noctis XI a trib]u Satureia principi[um fuit pro] / [tribu --- Ta]pponis f(ilius) pane repeti[to scivit] / [---]e qui quaev[------","Lex Tappula ius Tapponis filius Tappo cistiber secundum edicta conlegarum eorum ad quos ea res pertinuit Marci Multivori Publi Properocibi Marci Meronis plebem Romanam iure rogavit plebes que Romana iure scivit ad circum pro aede Herculis ante diem XI Kalendas Undecembres hora noctis XI a tribu Satureia principium fuit pro tribu Tapponis filius pane repetito scivit e qui quaev",17998,2,"Tapponis f.",NA,NA,"Tapponis f.",NA,"Tappo",NA,"male",NA,NA,NA,NA,NA,NA,NA
"186",17999,"HD015084",8.4262,45.3211,"Vercellae","Transpadana (Regio XI)","Piemonte",-100,100,"tabula","NULL","NULL","[Lex] Tappula / [---]ius Tapponis f(ilius) Tappo cis[tiber] / [secundum e]dicta conlegarum eor[um ad] / [quos e(a) r(es) p(ertinuit)] M(arci) Multivori P(ubli) Properoci[bi---] / [--- M(arci) Me]ronis plebem Romana[m iure] / [rogavit pl]ebesque Romana iure sci[vit ad] / [circum pro aed]e Herculis a(nte) d(iem) XI K(alendas) Und[ecembr(es) h(ora)] / [noctis XI a trib]u Satureia principi[um fuit pro] / [tribu --- Ta]pponis f(ilius) pane repeti[to scivit] / [---]e qui quaev[------","Lex Tappula ius Tapponis filius Tappo cistiber secundum edicta conlegarum eorum ad quos ea res pertinuit Marci Multivori Publi Properocibi Marci Meronis plebem Romanam iure rogavit plebes que Romana iure scivit ad circum pro aede Herculis ante diem XI Kalendas Undecembres hora noctis XI a tribu Satureia principium fuit pro tribu Tapponis filius pane repetito scivit e qui quaev",17999,3,"M. Multivori","M.","Mulitvorius","M. Multivori","Mulitvorius",NA,NA,"male",NA,NA,NA,NA,NA,NA,"Mulitvorius"
"187",18000,"HD015084",8.4262,45.3211,"Vercellae","Transpadana (Regio XI)","Piemonte",-100,100,"tabula","NULL","NULL","[Lex] Tappula / [---]ius Tapponis f(ilius) Tappo cis[tiber] / [secundum e]dicta conlegarum eor[um ad] / [quos e(a) r(es) p(ertinuit)] M(arci) Multivori P(ubli) Properoci[bi---] / [--- M(arci) Me]ronis plebem Romana[m iure] / [rogavit pl]ebesque Romana iure sci[vit ad] / [circum pro aed]e Herculis a(nte) d(iem) XI K(alendas) Und[ecembr(es) h(ora)] / [noctis XI a trib]u Satureia principi[um fuit pro] / [tribu --- Ta]pponis f(ilius) pane repeti[to scivit] / [---]e qui quaev[------","Lex Tappula ius Tapponis filius Tappo cistiber secundum edicta conlegarum eorum ad quos ea res pertinuit Marci Multivori Publi Properocibi Marci Meronis plebem Romanam iure rogavit plebes que Romana iure scivit ad circum pro aede Herculis ante diem XI Kalendas Undecembres hora noctis XI a tribu Satureia principium fuit pro tribu Tapponis filius pane repetito scivit e qui quaev",18000,4,"P. Properoci[bi]","P.","Properocibus+","P. Properoci[bi]","Properocibus",NA,NA,"male",NA,NA,NA,NA,NA,NA,"Properocibus"
"188",18001,"HD015084",8.4262,45.3211,"Vercellae","Transpadana (Regio XI)","Piemonte",-100,100,"tabula","NULL","NULL","[Lex] Tappula / [---]ius Tapponis f(ilius) Tappo cis[tiber] / [secundum e]dicta conlegarum eor[um ad] / [quos e(a) r(es) p(ertinuit)] M(arci) Multivori P(ubli) Properoci[bi---] / [--- M(arci) Me]ronis plebem Romana[m iure] / [rogavit pl]ebesque Romana iure sci[vit ad] / [circum pro aed]e Herculis a(nte) d(iem) XI K(alendas) Und[ecembr(es) h(ora)] / [noctis XI a trib]u Satureia principi[um fuit pro] / [tribu --- Ta]pponis f(ilius) pane repeti[to scivit] / [---]e qui quaev[------","Lex Tappula ius Tapponis filius Tappo cistiber secundum edicta conlegarum eorum ad quos ea res pertinuit Marci Multivori Publi Properocibi Marci Meronis plebem Romanam iure rogavit plebes que Romana iure scivit ad circum pro aede Herculis ante diem XI Kalendas Undecembres hora noctis XI a tribu Satureia principium fuit pro tribu Tapponis filius pane repetito scivit e qui quaev",18001,5,"[M. Me]ronis","M.+","Mero+","[M. Me]ronis","Mero",NA,NA,"male",NA,NA,NA,NA,NA,NA,"Mero"
"189",18004,"HD015090",7.3132,45.735,"Augusta Praetoria","Transpadana (Regio XI)","NULL",101,250,"altar","NULL","votive inscription","Invict[o Deo Mithrae] / Bassus Ca[esaris n(ostri) v(erna)] / circ(itor) XL G[all(iarum) stat(ionis) Aug(ustae)] / Pra[et(oriae) d(ono) d(edit)]","Invicto Deo Mithrae Bassus Caesaris nostri verna circitor XL Galliarum stationis Augustae Praetoriae dono dedit",18004,1,"Bassus Ca[esaris n. v.]",NA,NA,"Bassus Ca[esaris n. v.]",NA,"Bassus",NA,"male",NA,"lower local offices, administration of imperial estates",NA,NA,NA,NA,NA
"190",18005,"HD015093",7.3132,45.735,"Augusta Praetoria","Transpadana (Regio XI)","NULL",326,328,"mile-/leaguestone","NULL","mile-/leaguestone","D(omino) n(ostro) Imp(eratori) Ca[e]s(ari) [Fl(avio)] / C[on]s[t]antin[o] / [P(io) F(elici) Maxim]o / [pont(ifici) max(imo) tr(ibunicia) pot(estate) --- imp(eratori) --- cons(uli) --- p(atri) p(atriae) procons(uli)] / [humanar]um reru[m] / optimo pri[n]c/ipi divi Con[stanti] / filio bono r(ei) p(ublicae) / nato / II","Domino nostro Imperatori Caesari Flavio Constantino Pio Felici Maximo pontifici maximo tribunicia potestate imperatori consuli patri patriae proconsuli humanarum rerum optimo principi divi Constanti filio bono rei publicae nato II",18005,1,"[Fl.] C[on]s[t]antin[o]",NA,"Flavius+","[Fl.] C[on]s[t]antin[o]","Flavius","Constantinus+",NA,NA,NA,NA,NA,NA,NA,NA,"Flavius"
"191",18006,"HD015096",7.3234,45.738,"Augusta Praetoria","Transpadana (Regio XI)","NULL",308,324,"mile-/leaguestone","NULL","mile-/leaguestone","[D(ominis) n(ostris)] / Consta(n)ti/no et Lecin/nio(!) Au[g(ustis)] / CC[------","Dominis nostris Constantino et Lecinnio Augustis CC",18006,1,"Constantino",NA,NA,"Constantino",NA,"Constantinus*",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",18007,"HD015096",7.3234,45.738,"Augusta Praetoria","Transpadana (Regio XI)","NULL",308,324,"mile-/leaguestone","NULL","mile-/leaguestone","[D(ominis) n(ostris)] / Consta(n)ti/no et Lecin/nio(!) Au[g(ustis)] / CC[------","Dominis nostris Constantino et Lecinnio Augustis CC",18007,2,"Lecinnio(!)",NA,NA,"Lecinnio(!)",NA,"Lecinnius (= Licinius)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",18134,"HD015871",9.5,45.3167,"Laus Pompeia","Transpadana (Regio XI)","Lombardia",31,70,"block","NULL","epitaph","------]io L(uci) f(ilio) / [---]maro / [---] Baebiae / [---]ae matri / [---]o L(uci) f(ilio) Calvo / [---]tri / [---] Niger / [------","io Luci filio maro Baebiae ae matri o Luci filio Calvo tri Niger",18134,1,"[---]io L.f. Maro",NA,"[---]ius","[---]io L.f. Maro","[---]ius","Marus",NA,"male",NA,NA,NA,NA,NA,NA,""
"194",18135,"HD015871",9.5,45.3167,"Laus Pompeia","Transpadana (Regio XI)","Lombardia",31,70,"block","NULL","epitaph","------]io L(uci) f(ilio) / [---]maro / [---] Baebiae / [---]ae matri / [---]o L(uci) f(ilio) Calvo / [---]tri / [---] Niger / [------","io Luci filio maro Baebiae ae matri o Luci filio Calvo tri Niger",18135,2,"Baebiae [---]ae",NA,"Baebia","Baebiae [---]ae","Baebia","[---]a",NA,"female",NA,NA,NA,NA,NA,NA,"Baebia"
"195",18136,"HD015871",9.5,45.3167,"Laus Pompeia","Transpadana (Regio XI)","Lombardia",31,70,"block","NULL","epitaph","------]io L(uci) f(ilio) / [---]maro / [---] Baebiae / [---]ae matri / [---]o L(uci) f(ilio) Calvo / [---]tri / [---] Niger / [------","io Luci filio maro Baebiae ae matri o Luci filio Calvo tri Niger",18136,3,"[---]o L.f. Calvo","[-]","[---]us","[---]o L.f. Calvo","[---]us","Calvus",NA,"male",NA,NA,NA,NA,NA,NA,""
"196",18137,"HD015871",9.5,45.3167,"Laus Pompeia","Transpadana (Regio XI)","Lombardia",31,70,"block","NULL","epitaph","------]io L(uci) f(ilio) / [---]maro / [---] Baebiae / [---]ae matri / [---]o L(uci) f(ilio) Calvo / [---]tri / [---] Niger / [------","io Luci filio maro Baebiae ae matri o Luci filio Calvo tri Niger",18137,4,"[---] Niger","[-]","[---]","[---] Niger","[---]","Niger",NA,"male",NA,NA,NA,NA,NA,NA,""
"197",18138,"HD015874",9.5,45.3167,"Laus Pompeia","Transpadana (Regio XI)","Lombardia",51,150,"stele","NULL","epitaph","[D(is) M(anibus)](?) / C(aius) [C]orneli[us ---] / [f(ilius)?] Ru[fus?] / [---]V[---] / [---] sibi et / [Co]rnelio L(uci) [f(ilio)] / patri et / [f]il[iae?] / [---]us C(ai) f(ilius) / [------","Dis Manibus Caius Cornelius filius Rufus V sibi et Cornelio Luci filio patri et filiae us Cai filius",18138,1,"C. [C]orneli[us ---] Ru[fus?]","C.","Cornelius+","C. [C]orneli[us ---] Ru[fus?]","Cornelius","Rufus+?",NA,"male",NA,NA,NA,NA,NA,NA,"Cornelius"
"198",18139,"HD015874",9.5,45.3167,"Laus Pompeia","Transpadana (Regio XI)","Lombardia",51,150,"stele","NULL","epitaph","[D(is) M(anibus)](?) / C(aius) [C]orneli[us ---] / [f(ilius)?] Ru[fus?] / [---]V[---] / [---] sibi et / [Co]rnelio L(uci) [f(ilio)] / patri et / [f]il[iae?] / [---]us C(ai) f(ilius) / [------","Dis Manibus Caius Cornelius filius Rufus V sibi et Cornelio Luci filio patri et filiae us Cai filius",18139,2,"[Co]rnelio L.[f.]",NA,"Cornelius+","[Co]rnelio L.[f.]","Cornelius",NA,NA,"male",NA,NA,NA,NA,NA,NA,"Cornelius"
"199",18140,"HD015874",9.5,45.3167,"Laus Pompeia","Transpadana (Regio XI)","Lombardia",51,150,"stele","NULL","epitaph","[D(is) M(anibus)](?) / C(aius) [C]orneli[us ---] / [f(ilius)?] Ru[fus?] / [---]V[---] / [---] sibi et / [Co]rnelio L(uci) [f(ilio)] / patri et / [f]il[iae?] / [---]us C(ai) f(ilius) / [------","Dis Manibus Caius Cornelius filius Rufus V sibi et Cornelio Luci filio patri et filiae us Cai filius",18140,3,"[---]us C.f.",NA,"[---]us","[---]us C.f.","[---]us",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"200",18141,"HD015877",9.5,45.3167,"Laus Pompeia","Transpadana (Regio XI)","Lombardia",326,NA,"mile-/leaguestone","NULL","mile-/leaguestone","[D(omino) n(ostro) I]mp(eratori) Caes(ari) / [Fl(avio)] Co[nstanti]/[no] Max(imo) / [P(io) F(elici)] Vict(ori) [Aug(usto)] / [p]on[t(ifici) max(imo)] / [trib(unicia) pot(estate) X]XIII [imp(eratori) XXII] / [--- co]ns(uli) VII / [p(atri) p(atriae) pr]oc(onsuli) / [hu]ma[narum rerum] / [op]tim[o principi] / [di]vi C[onstanti] / [fil]io [------","Domino nostro Imperatori Caesari Flavio Constantino Maximo Pio Felici Victori Augusto pontifici maximo tribunicia potestate XXIII imperatori XXII consuli VII patri patriae proconsuli humanarum rerum optimo principi divi Constanti filio",18141,1,"[Fl.] Co[nstantino] C[onstantini fil]io",NA,"Flavius+*","[Fl.] Co[nstantino] C[onstantini fil]io","Flavius","Constantinus+",NA,"male",NA,NA,NA,NA,NA,NA,"Flavius"
"201",18142,"HD015877",9.5,45.3167,"Laus Pompeia","Transpadana (Regio XI)","Lombardia",326,NA,"mile-/leaguestone","NULL","mile-/leaguestone","[D(omino) n(ostro) I]mp(eratori) Caes(ari) / [Fl(avio)] Co[nstanti]/[no] Max(imo) / [P(io) F(elici)] Vict(ori) [Aug(usto)] / [p]on[t(ifici) max(imo)] / [trib(unicia) pot(estate) X]XIII [imp(eratori) XXII] / [--- co]ns(uli) VII / [p(atri) p(atriae) pr]oc(onsuli) / [hu]ma[narum rerum] / [op]tim[o principi] / [di]vi C[onstanti] / [fil]io [------","Domino nostro Imperatori Caesari Flavio Constantino Maximo Pio Felici Victori Augusto pontifici maximo tribunicia potestate XXIII imperatori XXII consuli VII patri patriae proconsuli humanarum rerum optimo principi divi Constanti filio",18142,2,"C[onstanini]",NA,NA,"C[onstanini]",NA,"Constaninus+",NA,"male",NA,NA,NA,NA,NA,NA,NA
"202",18633,"HD016582",9.2,45.2,"Ticinum","Transpadana (Regio XI)","Lombardia",301,450,"sarcophagus","NULL","epitaph","Val(eriae) Vincentiae / co(n)iugi dulcissimae / qu(a)e vixit annis XXVII dieb(us) XII / Fabius Maianus in cuius matrimonio / fuit annis X m(ensibus) II d(iebus) XXV quiusq(ue)(!) corpus / ob merita eius a Treveris at(!) maiorum / sepulcra usque perduxi[t]","Valeriae Vincentiae coniugi dulcissimae quae vixit annis XXVII diebus XII Fabius Maianus in cuius matrimonio fuit annis X mensibus II diebus XXV quius que corpus ob merita eius a Treveris at maiorum sepulcra us que perduxit",18633,1,"Val. Vincentiae",NA,"Valeria*","Val. Vincentiae","Valeria","Vincentia",NA,"female",NA,NA,NA,NA,NA,NA,"Valeria"
"203",18634,"HD016582",9.2,45.2,"Ticinum","Transpadana (Regio XI)","Lombardia",301,450,"sarcophagus","NULL","epitaph","Val(eriae) Vincentiae / co(n)iugi dulcissimae / qu(a)e vixit annis XXVII dieb(us) XII / Fabius Maianus in cuius matrimonio / fuit annis X m(ensibus) II d(iebus) XXV quiusq(ue)(!) corpus / ob merita eius a Treveris at(!) maiorum / sepulcra usque perduxi[t]","Valeriae Vincentiae coniugi dulcissimae quae vixit annis XXVII diebus XII Fabius Maianus in cuius matrimonio fuit annis X mensibus II diebus XXV quius que corpus ob merita eius a Treveris at maiorum sepulcra us que perduxit",18634,2,"Fabius Maianus",NA,"Fabius","Fabius Maianus","Fabius","Maianus",NA,"male",NA,NA,NA,NA,NA,NA,"Fabius"
"204",18731,"HD016726",10.4883,45.3901,"Mediolanum","Transpadana (Regio XI)","NULL",51,200,"altar","NULL","votive inscription","I(ovi) O(ptimo) M(aximo) / L(ucius) V[ictull]i/[e]nus / [Victo]ri/[nus] vi[su] / monitus","Iovi Optimo Maximo Lucius Victullienus Victorinus visu monitus",18731,1,"L. V[ictull]i[e]nus [Victo]ri[nus]","L.","Victullienus+","L. V[ictull]i[e]nus [Victo]ri[nus]","Victullienus","Victorinus+",NA,NA,NA,NA,NA,NA,NA,NA,"Victullienus"
"205",18864,"HD016941",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",54,212,"tabula","Metal","military diploma","------] / coh(ortis) [---] / [--- Va]lerio(?) Q(uinti) [f(ilio) ---] / [desc]ript(um) et [recognit(um) ex tab(ula) aenea] / [quae] fixa es[t Romae in muro post temp]/[lu]m divi [Aug(usti) ad Minervam]","cohortis Valerio Quinti filio descriptum et recognitum ex tabula aenea quae fixa est Romae in muro post templum divi Augusti ad Minervam",18864,1,"[--- Va]lerio(?) Q.[f. ---]","[-]","Valerius*?","[--- Va]lerio(?) Q.[f. ---]","Valerius","[---]",NA,"male",NA,"military personnel",NA,NA,NA,NA,"Valerius"
